draw,rebalance_date,macro_source_date,temperature,max_tokens,parse_ok,inflation,growth,credit_stress,policy,risk_appetite,latency_s,error,reply_text
97,2020-03-02,2020-02-29,0.0,2048,True,0.8,-0.6,0.7,0.5,-0.4,6.42,,"{""inflation"": 0.8, ""growth"": -0.6, ""credit_stress"": 0.7, ""policy"": 0.5, ""risk_appetite"": -0.4}"
103,2020-03-02,2020-02-29,0.0,2048,True,0.8,-0.6,0.8,0.0,-0.7,5.45,,"{""inflation"": 0.8, ""growth"": -0.6, ""credit_stress"": 0.8, ""policy"": 0.0, ""risk_appetite"": -0.7}"
84,2020-03-02,2020-02-29,0.0,2048,True,0.8,0.3,0.9,0.6,-0.7,11.57,,"{""inflation"": 0.8, ""growth"": 0.3, ""credit_stress"": 0.9, ""policy"": 0.6, ""risk_appetite"": -0.7}"
75,2020-03-02,2020-02-29,0.0,2048,True,0.85,0.43,0.98,-0.5,-0.8,14.53,,"{""inflation"": 0.85, ""growth"": 0.43, ""credit_stress"": 0.98, ""policy"": -0.5, ""risk_appetite"": -0.8}"
107,2020-03-02,2020-02-29,0.0,2048,True,0.8,-0.7,0.6,-0.8,-0.7,5.15,,"{""inflation"": 0.8, ""growth"": -0.7, ""credit_stress"": 0.6, ""policy"": -0.8, ""risk_appetite"": -0.7}"
98,2020-03-02,2020-02-29,0.0,2048,True,0.8,-0.7,0.85,0.6,-0.8,7.11,,"{""inflation"": 0.8, ""growth"": -0.7, ""credit_stress"": 0.85, ""policy"": 0.6, ""risk_appetite"": -0.8}"
119,2020-03-02,2020-02-29,0.0,2048,True,0.85,-0.7,0.8,0.6,-0.7,2.92,,"```json
{
  ""inflation"": 0.85,
  ""growth"": -0.70,
  ""credit_stress"": 0.80,
  ""policy"": 0.60,
  ""risk_appetite"": -0.70
}
```
"
110,2020-03-02,2020-02-29,0.0,2048,True,0.85,-0.3,0.8,0.6,-0.7,5.05,,"{""inflation"": 0.85, ""growth"": -0.3, ""credit_stress"": 0.8, ""policy"": 0.6, ""risk_appetite"": -0.7}"
105,2020-03-02,2020-02-29,0.0,2048,True,0.8,-0.4,0.9,0.3,-0.7,6.28,,"{""inflation"": 0.8, ""growth"": -0.4, ""credit_stress"": 0.9, ""policy"": 0.3, ""risk_appetite"": -0.7}"
106,2020-03-02,2020-02-29,0.0,2048,True,0.85,-0.4,0.43,-0.98,-0.8,6.2,,"{""inflation"": 0.85, ""growth"": -0.4, ""credit_stress"": 0.43, ""policy"": -0.98, ""risk_appetite"": -0.8}"
100,2020-03-02,2020-02-29,0.0,2048,True,0.85,0.0,0.43,-0.98,-0.9,8.07,,"{""inflation"":0.85,""growth"":0.0,""credit_stress"":0.43,""policy"":-0.98,""risk_appetite"":-0.9}"
116,2020-03-02,2020-02-29,0.0,2048,True,0.8,-0.7,0.6,0.5,-0.7,5.04,,"{""inflation"": 0.8, ""growth"": -0.7, ""credit_stress"": 0.6, ""policy"": 0.5, ""risk_appetite"": -0.7}"
109,2020-03-02,2020-02-29,0.0,2048,True,0.85,-0.4,0.95,-0.7,-0.8,6.48,,"{""inflation"": 0.85, ""growth"": -0.4, ""credit_stress"": 0.95, ""policy"": -0.7, ""risk_appetite"": -0.8}"
114,2020-03-02,2020-02-29,0.0,2048,True,0.85,-0.6,0.9,-0.8,-0.7,5.53,,"```json
{
  ""inflation"": 0.85,
  ""growth"": -0.60,
  ""credit_stress"": 0.90,
  ""policy"": -0.80,
  ""risk_appetite"": -0.70
}
```
"
118,2020-03-02,2020-02-29,0.0,2048,True,0.85,-0.7,0.6,-0.5,-0.8,5.24,,"{""inflation"": 0.85, ""growth"": -0.7, ""credit_stress"": 0.6, ""policy"": -0.5, ""risk_appetite"": -0.8}"
104,2020-03-02,2020-02-29,0.0,2048,True,0.85,-0.8,0.4,0.5,-0.7,8.04,,"{""inflation"": 0.85, ""growth"": -0.8, ""credit_stress"": 0.4, ""policy"": 0.5, ""risk_appetite"": -0.7}"
120,2020-03-02,2020-02-29,0.0,2048,True,0.85,-0.8,0.4,0.7,-0.6,4.68,,"```json
{
  ""inflation"": 0.85,
  ""growth"": -0.80,
  ""credit_stress"": 0.40,
  ""policy"": 0.70,
  ""risk_appetite"": -0.60
}
```
"
115,2020-03-02,2020-02-29,0.0,2048,True,0.85,-0.8,0.9,-0.7,-0.8,6.05,,"```json
{
  ""inflation"": 0.85,
  ""growth"": -0.8,
  ""credit_stress"": 0.9,
  ""policy"": -0.7,
  ""risk_appetite"": -0.8
}
```
"
117,2020-03-02,2020-02-29,0.0,2048,True,0.8,-0.6,0.7,-0.5,-0.6,6.05,,"{""inflation"": 0.8, ""growth"": -0.6, ""credit_stress"": 0.7, ""policy"": -0.5, ""risk_appetite"": -0.6}"
112,2020-03-02,2020-02-29,0.0,2048,True,0.8,0.4,0.9,-0.5,-0.7,7.05,,"{""inflation"": 0.8, ""growth"": 0.4, ""credit_stress"": 0.9, ""policy"": -0.5, ""risk_appetite"": -0.7}"
113,2020-03-02,2020-02-29,0.0,2048,True,0.8,0.4,-0.8,-0.8,-0.6,7.3,,"{""inflation"": 0.8, ""growth"": 0.4, ""credit_stress"": -0.8, ""policy"": -0.8, ""risk_appetite"": -0.6}"
121,2020-03-02,2020-02-29,0.0,2048,True,0.85,0.4,0.9,-0.8,-0.6,5.59,,"{""inflation"": 0.85, ""growth"": 0.4, ""credit_stress"": 0.9, ""policy"": -0.8, ""risk_appetite"": -0.6}"
38,2020-03-02,2020-02-29,0.0,2048,False,,,,,,30.15,,"We need to interpret macro state: CPI yoy +0.85 (inflation high). hy_oas_z +0.43 (yield spread? hy_oas maybe high yield spread? Actually hy_oas_z: high yield OAS? Not sure. t10y2y_z: -0.98 (10-year minus 2-year yield spread negative, meaning steepening? Actually t10y2y is the 10-year minus 2-year spread; negative means 10-year yield lower than 2-year, steepening? Actually if negative, 10-year yield lower than 2-year, indicating steepening of the curve? Wait typical: 10-year minus 2-year is usually positive. Negative indicates inverted? Actually 10-year minus 2-year negative means 10-year yield lower than 2-year, so steepening? Wait typical: 10-year yield > 2-year yield, so positive spread. Negative indicates 10-year yield lower, so steepening? Actually if 10-year yield lower, the curve is inverted? Let's think: 10-year yield lower than 2-year yield means the curve is inverted (shorter-term yields higher). That is a sign of recession expectations. So t10y2y_z -0.98 indicates a steep negative spread, i.e., inverted. So credit stress? Actually t10y2y is a credit stress indicator? Not exactly. But negative indicates potential recession.

We have macro axes: inflation, growth, credit_stress, policy, risk_appetite.

We need to map the macro state to loadings.

We have 5 macro axes. We have 3 macro state variables: CPI yoy, hy_oas, t10y2y. We need to map to 5 axes. We can interpret:

- inflation: CPI yoy +0.85 => high inflation => loading positive, maybe +0.8.

- growth: hy_oas? Actually hy_oas might be high yield OAS? Not sure. Could be a measure of growth? Actually hy_oas_z: maybe ""high yield OAS"" which is a measure of credit spread. But maybe hy_oas_z is a measure of growth? Actually ""hy_oas"" could be ""high yield OAS"" which is a measure of credit risk. But we have a separate credit_stress axis. So hy_oas_z might be a proxy for growth? Not sure. Let's think: hy_oas_z: maybe ""high yield OAS"" is a measure of credit spread for high yield bonds. That could be credit stress. But we also have t10y2y_z as credit stress. So maybe hy_oas_z is growth? Actually ""hy_oas"" could be ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually ""hy_oas"" might be ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Wait, maybe hy_oas_z is ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually ""hy_oas"" might be ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually ""hy_oas"" might be ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually ""hy_oas"" might be ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually ""hy_oas"" might be ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually ""hy_oas"" might be ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually ""hy_oas"" might be ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually ""hy_oas"" might be ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually ""hy_oas"" might be ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually ""hy_oas"" might be ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually ""hy_oas"" might be ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually ""hy_oas"" might be ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually ""hy_oas"" might be ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually ""hy_oas"" might be ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually ""hy_oas"" might be ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually ""hy_oas"" might be ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually ""hy_oas"" might be ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually ""hy_oas"" might be ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually ""hy_oas"" might be ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually ""hy_oas"" might be ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually ""hy_oas"" might be ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually ""hy_oas"" might be ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually ""hy_oas"" might be ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually ""hy_oas"" might be ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually ""hy_oas"" might be ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually ""hy_oas"" might be ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually ""hy_oas"" might be ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually ""hy_oas"" might be ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually ""hy_oas"" might be ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually ""hy_oas"" might be ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually ""hy_oas"" might be ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually ""hy_oas"" might be ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually ""hy_oas"" might be ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually ""hy_oas"" might be ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually ""hy_oas"" might be ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually ""hy_oas"" might be ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually ""hy_oas"" might be ""high yield O"
131,2020-03-02,2020-02-29,0.0,2048,True,0.8,-0.7,0.6,0.5,-0.4,3.45,,"```json
{
  ""inflation"": 0.8,
  ""growth"": -0.7,
  ""credit_stress"": 0.6,
  ""policy"": 0.5,
  ""risk_appetite"": -0.4
}
```"
25,2020-03-02,2020-02-29,0.0,2048,False,,,,,,30.34,,"We need to interpret macro state: CPI yoy +0.85 (inflation high). hy_oas_z +0.43 (yield spread? hy_oas maybe high yield spread? Actually hy_oas_z: high yield OAS? Not sure. t10y2y_z: -0.98 (10-year minus 2-year yield spread negative, meaning steepening? Actually t10y2y is the 10-year minus 2-year spread; negative means 10-year yield lower than 2-year, steepening? Actually if negative, 10-year yield lower than 2-year, indicating steepening of the curve? Wait typical: 10-year minus 2-year is usually positive. Negative indicates inverted? Actually 10-year minus 2-year negative means 10-year yield lower than 2-year, so steepening? Wait typical: 10-year yield > 2-year yield, so positive spread. Negative indicates 10-year yield lower, so steepening? Actually if 10-year yield lower, the curve is inverted? Let's think: 10-year yield lower than 2-year yield means the curve is inverted (shorter-term yields higher). That is a sign of recession expectations. So t10y2y_z -0.98 indicates a steep negative spread, i.e., inverted. So credit stress? Actually t10y2y is a credit stress indicator? Not exactly. But negative indicates potential recession.

We have macro axes: inflation, growth, credit_stress, policy, risk_appetite.

We need to map the macro state to loadings.

We have 5 macro axes. We have 3 macro state variables: CPI yoy, hy_oas, t10y2y. We need to map to 5 axes. We can interpret:

- inflation: CPI yoy +0.85 => high inflation => loading positive, maybe +0.8.

- growth: hy_oas? Actually hy_oas might be high yield OAS? Not sure. Could be a measure of growth? Actually hy_oas_z: maybe ""high yield OAS"" which is a measure of credit spread. But maybe hy_oas_z is a measure of growth? Actually ""hy_oas"" could be ""high yield OAS"" which is a measure of credit risk. But we have a separate credit_stress axis. So hy_oas_z might be a proxy for growth? Not sure. Let's think: hy_oas_z: maybe ""high yield OAS"" is a measure of credit spread for high yield bonds. That could be credit stress. But we also have t10y2y_z as credit stress. So maybe hy_oas_z is growth? Actually ""hy_oas"" could be ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually ""hy_oas"" might be ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Wait, maybe hy_oas_z is ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually ""hy_oas"" might be ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually ""hy_oas"" might be ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually ""hy_oas"" might be ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually ""hy_oas"" might be ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually ""hy_oas"" might be ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually ""hy_oas"" might be ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually ""hy_oas"" might be ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually ""hy_oas"" might be ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually ""hy_oas"" might be ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually ""hy_oas"" might be ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually ""hy_oas"" might be ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually ""hy_oas"" might be ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually ""hy_oas"" might be ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually ""hy_oas"" might be ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually ""hy_oas"" might be ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually ""hy_oas"" might be ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually ""hy_oas"" might be ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually ""hy_oas"" might be ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually ""hy_oas"" might be ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually ""hy_oas"" might be ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually ""hy_oas"" might be ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually ""hy_oas"" might be ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually ""hy_oas"" might be ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually ""hy_oas"" might be ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually ""hy_oas"" might be ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually ""hy_oas"" might be ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually ""hy_oas"" might be ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually ""hy_oas"" might be ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually ""hy_oas"" might be ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually ""hy_oas"" might be ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually ""hy_oas"" might be ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually ""hy_oas"" might be ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually ""hy_oas"" might be ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually ""hy_oas"" might be ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually ""hy_oas"" might be ""high yield OAS"" which is a measure of credit risk. But we have credit_stress axis. So maybe hy_oas_z is growth? Actually ""hy_oas"" might be ""high yield O"
